user_id,Analytical thinking,Systemic thinking,Adaptability,Focus
10164,5.0,4.0,4.0,4.0
10310,5.0,4.0,4.0,4.0
10227,5.0,4.0,4.0,4.0
10175,4.0,4.0,5.0,5.0
10414,4.0,4.0,5.0,4.0
10010,3.0,3.0,4.0,4.0
10877,4.0,4.0,5.0,5.0
10876,4.0,4.0,4.0,4.0
10681,4.0,4.0,5.0,5.0
10521,4.0,4.0,4.0,5.0
10146,4.0,5.0,5.0,5.0
10850,4.0,4.0,4.0,4.0
10423,5.0,4.0,5.0,5.0
10059,4.0,4.0,4.0,5.0
10204,4.0,4.0,4.0,4.0
10247,4.0,4.0,5.0,4.0
10815,5.0,5.0,5.0,5.0
10933,4.0,4.0,4.0,5.0
10837,4.0,4.0,4.0,4.0
10049,4.0,4.0,4.0,4.0
10607,4.0,4.0,4.0,4.0
10533,4.0,4.0,4.0,4.0
10893,4.0,4.0,4.0,5.0
10728,4.0,4.0,4.0,4.0
10042,4.0,4.0,5.0,4.0
10039,4.0,4.0,4.0,4.0
10747,4.0,4.0,4.0,4.0
10871,5.0,4.0,5.0,5.0
10603,4.0,4.0,4.0,4.0
10248,4.0,4.0,4.0,4.0
10203,4.0,4.0,4.0,4.0
10589,5.0,4.0,5.0,5.0
10576,4.0,4.0,4.0,5.0
10606,4.0,4.0,5.0,5.0
10014,4.0,4.0,4.0,4.0
10661,4.0,4.0,4.0,4.0
10337,4.0,4.0,5.0,5.0
10505,4.0,4.0,4.0,3.0
10234,5.0,4.0,4.0,4.0
10071,4.0,4.0,4.0,4.0
10916,4.0,4.0,4.0,4.0
10546,4.0,4.0,4.0,4.0
10495,5.0,5.0,5.0,5.0
10824,4.0,4.0,4.0,5.0
10921,4.0,4.0,4.0,4.0
10828,4.0,4.0,5.0,4.0
10767,4.0,4.0,4.0,4.0
10136,4.0,4.0,4.0,4.0
10571,5.0,5.0,5.0,5.0
10152,4.0,4.0,4.0,4.0
10441,5.0,4.0,5.0,5.0
10462,4.0,4.0,4.0,4.0
10879,4.0,4.0,5.0,5.0
10219,4.0,4.0,4.0,4.0
10341,4.0,4.0,5.0,4.0
10887,4.0,4.0,5.0,5.0
10120,4.0,3.0,4.0,4.0
10321,4.0,4.0,4.0,4.0
10830,5.0,4.0,5.0,5.0
10306,4.0,4.0,4.0,4.0
10156,4.0,4.0,4.0,4.0
10939,4.0,4.0,4.0,4.0
10184,4.0,4.0,4.0,4.0
10846,4.0,4.0,4.0,4.0
10841,4.0,4.0,4.0,4.0
10346,4.0,4.0,4.0,4.0
10842,4.0,4.0,5.0,4.0
10700,4.0,4.0,4.0,4.0
10965,4.0,4.0,5.0,5.0
10200,4.0,4.0,4.0,4.0
10545,4.0,4.0,4.0,4.0
10708,4.0,4.0,4.0,4.0
10162,4.0,4.0,4.0,4.0
10449,4.0,4.0,5.0,4.0
10594,4.0,4.0,4.0,4.0
10920,4.0,4.0,5.0,4.0
10961,5.0,5.0,5.0,5.0
10702,4.0,4.0,5.0,4.0
10327,4.0,4.0,5.0,4.0
10389,4.0,4.0,4.0,4.0
10208,5.0,4.0,5.0,5.0
10180,4.0,4.0,5.0,4.0
10037,4.0,4.0,4.0,4.0
10159,4.0,4.0,4.0,5.0
10160,4.0,4.0,4.0,4.0
10894,4.0,4.0,4.0,4.0
10770,4.0,5.0,5.0,5.0
10320,4.0,4.0,4.0,4.0
10228,3.0,3.0,3.0,4.0
10287,4.0,4.0,4.0,4.0
10646,4.0,4.0,5.0,5.0
10235,4.0,4.0,5.0,5.0
10645,4.0,4.0,4.0,4.0
10178,4.0,4.0,4.0,4.0
10693,4.0,4.0,4.0,5.0
10415,4.0,5.0,4.0,5.0
10291,5.0,4.0,4.0,4.0
10317,4.0,4.0,4.0,4.0
10119,5.0,4.0,4.0,4.0
10077,4.0,4.0,4.0,4.0
10621,4.0,4.0,4.0,4.0
10722,4.0,4.0,4.0,4.0
10107,4.0,4.0,4.0,4.0
10447,4.0,4.0,5.0,5.0
10951,4.0,4.0,5.0,5.0
10848,4.0,4.0,4.0,4.0
10941,4.0,4.0,5.0,4.0
10554,4.0,4.0,4.0,4.0
10524,4.0,4.0,5.0,5.0
10069,6.0,5.0,6.0,5.0
10177,4.0,4.0,4.0,4.0
10649,4.0,4.0,4.0,4.0
10642,4.0,4.0,4.0,5.0
10046,4.0,4.0,4.0,4.0
10183,5.0,4.0,4.0,5.0
10243,5.0,4.0,5.0,4.0
10459,4.0,4.0,4.0,4.0
10820,4.0,4.0,5.0,4.0
10651,4.0,4.0,4.0,4.0
10403,4.0,4.0,4.0,4.0
10865,5.0,4.0,5.0,5.0
10532,4.0,3.0,3.0,4.0
10355,4.0,4.0,4.0,4.0
10354,5.0,4.0,5.0,4.0
10542,5.0,5.0,5.0,4.0
10854,4.0,4.0,5.0,5.0
10199,4.0,4.0,5.0,4.0
10677,5.0,4.0,5.0,4.0
10311,6.0,4.0,4.0,5.0
10135,4.0,4.0,4.0,4.0
10502,4.0,4.0,4.0,4.0
10057,4.0,4.0,4.0,4.0
10601,4.0,4.0,3.0,3.0
10006,4.0,4.0,5.0,5.0
10093,4.0,4.0,5.0,4.0
10745,4.0,4.0,4.0,4.0
10930,4.0,4.0,4.0,4.0
10338,4.0,4.0,4.0,4.0
10588,4.0,4.0,4.0,4.0
10187,4.0,4.0,4.0,4.0
10514,4.0,4.0,4.0,4.0
10829,4.0,4.0,4.0,5.0
10740,4.0,5.0,4.0,5.0
10904,4.0,4.0,4.0,4.0
10801,4.0,4.0,4.0,4.0
10657,4.0,4.0,5.0,4.0
10753,4.0,4.0,4.0,4.0
10319,4.0,4.0,4.0,4.0
10401,4.0,4.0,3.0,4.0
10154,4.0,4.0,4.0,4.0
10421,4.0,4.0,4.0,4.0
10188,4.0,4.0,4.0,4.0
10457,4.0,4.0,4.0,4.0
10959,4.0,4.0,5.0,4.0
10566,4.0,4.0,4.0,4.0
10271,6.0,5.0,5.0,5.0
10725,4.0,4.0,4.0,4.0
10512,5.0,4.0,5.0,4.0
10903,4.0,4.0,4.0,4.0
10491,4.0,4.0,4.0,4.0
10070,3.0,1.0,3.0,3.0
10963,5.0,5.0,5.0,4.0
10109,4.0,4.0,4.0,4.0
10776,5.0,4.0,5.0,5.0
10075,5.0,5.0,5.0,5.0
10036,4.0,4.0,4.0,4.0
10806,4.0,4.0,4.0,4.0
10384,5.0,4.0,5.0,5.0
10592,5.0,4.0,5.0,4.0
10484,4.0,5.0,5.0,4.0
10707,4.0,4.0,4.0,4.0
10749,4.0,4.0,5.0,4.0
10843,4.0,4.0,4.0,5.0
10534,4.0,4.0,4.0,4.0
10902,4.0,4.0,4.0,4.0
10690,4.0,4.0,4.0,4.0
10810,4.0,5.0,4.0,5.0
10760,4.0,4.0,4.0,4.0
10957,4.0,4.0,5.0,4.0
10290,4.0,4.0,4.0,4.0
10634,4.0,4.0,4.0,4.0
10633,4.0,5.0,5.0,5.0
10937,5.0,4.0,5.0,4.0
10691,4.0,4.0,4.0,4.0
10067,4.0,4.0,5.0,4.0
10068,5.0,5.0,5.0,5.0
10544,4.0,4.0,4.0,4.0
10692,5.0,4.0,5.0,5.0
10905,4.0,4.0,5.0,4.0
10260,4.0,4.0,4.0,4.0
10553,4.0,4.0,4.0,4.0
10145,4.0,4.0,4.0,4.0
10595,4.0,4.0,4.0,4.0
10385,4.0,4.0,4.0,4.0
10831,3.0,3.0,4.0,4.0
10718,5.0,5.0,5.0,4.0
10817,4.0,4.0,5.0,4.0
10802,3.0,3.0,4.0,4.0
10663,5.0,4.0,5.0,5.0
10144,4.0,4.0,4.0,4.0
10062,4.0,4.0,4.0,4.0
10582,4.0,4.0,4.0,4.0
10176,4.0,4.0,4.0,4.0
10948,4.0,4.0,4.0,4.0
10756,4.0,4.0,4.0,5.0
10282,4.0,4.0,4.0,4.0
10966,4.0,5.0,4.0,4.0
10301,4.0,4.0,4.0,4.0
10623,5.0,4.0,5.0,5.0
10472,4.0,4.0,4.0,4.0
10813,4.0,4.0,5.0,5.0
10082,4.0,4.0,4.0,4.0
10230,4.0,4.0,4.0,4.0
10665,4.0,3.0,4.0,4.0
10890,4.0,4.0,5.0,5.0
10656,4.0,4.0,4.0,4.0
10958,4.0,4.0,5.0,4.0
10739,5.0,4.0,4.0,4.0
10475,4.0,4.0,5.0,4.0
10914,4.0,4.0,5.0,4.0
10305,4.0,4.0,4.0,4.0
10299,5.0,4.0,5.0,5.0
10113,5.0,4.0,4.0,4.0
10390,5.0,4.0,4.0,4.0
10357,4.0,4.0,5.0,5.0
10353,4.0,4.0,5.0,4.0
10313,4.0,4.0,4.0,4.0
10710,4.0,4.0,4.0,4.0
10924,4.0,4.0,4.0,4.0
10214,4.0,4.0,5.0,4.0
10585,4.0,4.0,4.0,4.0
10716,4.0,4.0,4.0,4.0
10335,4.0,4.0,4.0,4.0
10660,5.0,4.0,5.0,4.0
10777,4.0,4.0,4.0,4.0
10205,4.0,4.0,4.0,4.0
10325,4.0,5.0,5.0,5.0
10527,4.0,4.0,4.0,4.0
10371,4.0,4.0,4.0,4.0
10471,4.0,4.0,5.0,5.0
